time_label,time,import,export,deposit_rate,policy_rate,fiscal_balance,real_gdp,cpi_inflation_qoq,ppi_index,electricity_prod_growth,manufacturing_prod_growth,mining_prod_growth,industrial_prod_sa,unemployment,labor_index,labor_force,bond_2y,bond_3y,bond_5y,bond_10y,internal_debt,reer,usd,eur,m1,m2,budget_deficit,bist,kredi,kapasite,cariacik,fdi
1998Q1,1998.0,,,82.67,80.6,,,18.1583363410661,,3.25765054294175,-11.4688128772636,-8.54794520547946,2.33545647558385,,,,,,,,,117.14,,,,,,,,,-0.007106377486443469,
1998Q2,1998.25,-3.376681758847333,2.316856552431368,80.2233333333333,65.75,,-0.7997323128282829,12.6045988702087,10.661486327653558,-10.4206500956023,4.20454545454547,10.1258238466148,-0.829875518672178,6.675,,,,,,,12.829035699872904,116.3,12.255201411837003,,18.671070191911987,26.64091641198514,,22.954816346892493,,,-0.0015336052509171872,
1998Q3,1998.5,-1.8344732563537747,-3.595698262779834,75.3233333333333,78.85,,-1.4170680470865449,11.4803520713415,7.955343612596355,12.059765208111,3.27153762268267,22.5788900979326,-0.627615062761506,,,,,,,,17.03250693065108,126.14,7.3098876889273745,,20.186141532934876,13.850736717110124,,-59.299728983099875,,,0.007352458790914734,
1998Q4,1998.75,-5.580523873479315,1.8879816425556584,82.2133333333333,78.97,,-0.2590233261477337,16.5753980213178,11.342340171037613,0.952380952380943,-2.53431890179515,-14.9578339991123,-5.26315789473685,6.435,,,,,,,15.479841743208667,129.17,7.519533933360489,,9.14479560424759,22.106708759230287,,13.671759173676268,,,0.008922357951411813,
1999Q1,1999.0,-6.795602526467981,-7.17492536299833,82.3,76.32,,-1.7001919174035152,12.3565068418934,9.790523734610845,0.471698113207551,-13.97616468039,-20.1461377870564,1.22222222222223,,,,,,,,20.425181883537746,129.82,15.184962718681106,,18.662594266963595,13.716402582020137,,56.131406300971506,,,0.006479898168904192,
1999Q2,1999.25,13.977659225179728,-5.405433957629846,82.5333333333333,76.91,,-0.565310540628694,12.1101974456246,11.533488696475347,-4.88262910798121,15.9949622166247,11.0457516339869,2.52469813391875,7.6,,,,,,,17.565231993533104,130.33,14.685081388173614,8.661243296567257,-6.611861951588338,15.390561653358859,,8.340866129739899,,,-0.005135256601826455,
1999Q3,1999.5,-5.311215160266158,-2.792645877437039,79.6333333333333,67.51,,-1.7010034388770023,12.2822568612345,10.226746160910327,6.61401776900296,-4.12595005428882,15.2442613301943,-3.64025695931476,,,,,,,,16.513027228486266,135.06,10.191736801944739,9.374768236841557,15.008977602566276,19.375836712341155,,20.411310213094637,,,0.0008432828480773581,
1999Q4,1999.75,5.443335728432075,5.683353605033581,69.2633333333333,69.97,,2.943666169989001,17.4127423161631,14.318171324943885,5.27777777777777,3.39750849377123,-11.6956077630235,0.1111111111111,7.281,,,,,,,13.486654960415123,138.37,12.725863511998947,11.652196047568541,33.19815609744747,18.866848706295514,,91.83297906121872,,,-0.0040212029915290964,
2000Q1,2000.0,9.939914506610492,10.123641832695007,38.92,39.2,,1.5625792693056084,14.2275446750545,14.992909555469236,4.48548812664907,-10.8433734939759,-14.8640832851359,3.32963374028857,7.972,-7.98722350765928,-6.98396275219866,,,,,15.1865918395643,143.95,12.385355482664872,7.3882298144161584,4.742108876284945,0.17464561752831287,,4.570328774996302,,,-0.006387659426067711,
2000Q2,2000.25,8.375586897293097,7.536232900974049,40.83,43.05,,3.819490220587518,7.34571674512625,6.907568887312943,-10.1851851851852,18.6732186732187,11.4130434782609,3.97422126745437,5.951,11.818585539999749,10.1269929551353,,,,,13.028477594211907,143.7,7.996912151257785,2.5199294936367633,15.426254878633472,8.814724572785693,,-9.577511198914745,,,-0.007897216648016176,
