time_label,time,internal_debt,reer,usd,eur,m1,m2,budget_deficit,gdp_nom,bist,kredi,kapasite,cariacik,fdi
1998Q1,1998.0,,117.14,,,,,,14550310.6466342,,,,-0.007106377486443469,
1998Q2,1998.25,12.829035699872904,116.3,12.255201411837003,,18.671070191911987,26.64091641198514,,16888309.41633139,22.954816346892493,,,-0.0015336052509171872,
1998Q3,1998.5,17.03250693065108,126.14,7.3098876889273745,,20.186141532934876,13.850736717110124,,20591750.9101964,-59.299728983099875,,,0.007352458790914734,
1998Q4,1998.75,15.479841743208667,129.17,7.519533933360489,,9.14479560424759,22.106708759230287,,19938675.5125477,13.671759173676268,,,0.008922357951411813,
1999Q1,1999.0,20.425181883537746,129.82,15.184962718681106,,18.662594266963595,13.716402582020137,,21065145.8467415,56.131406300971506,,,0.006479898168904192,
1999Q2,1999.25,17.565231993533104,130.33,14.685081388173614,8.661243296567257,-6.611861951588338,15.390561653358859,,25120458.43125319,8.340866129739899,,,-0.005135256601826455,
1999Q3,1999.5,16.513027228486266,135.06,10.191736801944739,9.374768236841557,15.008977602566276,19.375836712341155,,30120380.1997286,20.411310213094637,,,0.0008432828480773581,
1999Q4,1999.75,13.486654960415123,138.37,12.725863511998947,11.652196047568541,33.19815609744747,18.866848706295514,,31184697.77928709,91.83297906121872,,,-0.0040212029915290964,
2000Q1,2000.0,15.1865918395643,143.95,12.385355482664872,7.3882298144161584,4.742108876284945,0.17464561752831287,,36022584.275701,4.570328774996302,,,-0.006387659426067711,
2000Q2,2000.25,13.028477594211907,143.7,7.996912151257785,2.5199294936367633,15.426254878633472,8.814724572785693,,41419656.3902257,-9.577511198914745,,,-0.007897216648016176,
2000Q3,2000.5,3.3175678185376256,149.44,5.685532475090516,2.6293970427785585,11.850379168683745,7.774038001783268,,47930081.0283254,-25.579800839748668,,,-0.002783220832052509,
2000Q4,2000.75,14.779250706576619,157.36,5.178447175972078,0.6808105811544007,15.770644488168095,18.62083130224761,,46405637.7189418,-17.465527650674684,,,-0.006494900508111644,
2001Q1,2001.0,33.37683086246592,122.2,14.10808234631576,20.239578981699495,7.945285668999524,18.734158830455527,,48788929.10198049,-21.993267936536842,,,-0.0011703474753595716,
2001Q2,2001.25,57.45850666153132,118.36,41.270255102688544,35.97708288517979,16.466664272455844,4.7950749636790135,,59436700.2564273,40.126146909437836,,,0.0023924612131310725,
2001Q3,2001.5,15.776437451713576,104.54,16.39169901589835,18.29447291221006,5.949372498372796,4.207178595368433,,70087295.1566957,-40.165895170974686,,,0.0029848491018562924,
2001Q4,2001.75,14.405638353323624,122.06,9.116433285698522,9.727084974641166,10.581066028201036,11.49145317788296,,69494939.5250155,60.43029319610955,,,0.0011756251686583761,
2002Q1,2002.0,-1.5328571534151791,143.01,-11.695352389911584,-13.81021539363632,-2.5873099062653893,4.701041226642033,,74147803.425713,-15.976663223102872,,,-0.0006217311622209624,
2002Q2,2002.25,5.287081098697044,123.74,3.517672131550081,8.138370417180015,14.235467001073943,7.0143869648713775,,86155636.0705967,-22.932232882816095,,,-0.0007173065259405726,
2002Q3,2002.5,10.086541320082176,120.24,15.661701182651033,22.554528780008905,11.128043153754419,5.615934634862185,,101734048.2923579,-6.637821190393733,,,0.0012227961246809513,
2002Q4,2002.75,6.604930615594995,130.97,-1.8599346620970847,-0.26512927598664193,10.312396645544197,9.661575558963875,,100869386.8181219,16.122198285358547,,,-0.0007841824213983338,
2003Q1,2003.0,8.126790849198073,127.54,2.10856760722663,9.111270803990518,-4.882952649098371,3.0183311211605,,101837606.4421779,-7.621100661103863,,,-0.003026386919011024,
2003Q2,2003.25,7.529309869743628,143.73,-8.52728522844589,-3.0499192680668807,15.012632507400525,6.1389669932797375,,114048147.6301009,13.435704287095795,,,-0.0021376936413796998,
2003Q3,2003.5,1.9446444022118925,153.51,-8.510423943394695,-9.199789584643458,12.785702418690548,10.033425950058827,,130535390.9930319,18.476393321795115,,,0.0009928341962596042,
2003Q4,2003.75,8.407583296859045,140.92,3.492552649964825,9.12226919793424,14.52063563788002,9.827600158790872,,126947327.567892,34.55675939436303,,,-0.00262313517251405,
2004Q1,2004.0,4.683588826314278,154.55,-8.005417538970766,-3.0263117978818532,0.12978696488410435,11.239327059015736,,124158764.6065039,8.250927043368694,,,-0.00438873567828216,
2004Q2,2004.25,2.6216647109162494,137.36,8.610957305308276,4.926259864373006,11.984795663824599,5.115488841790139,,140826436.5659399,-12.522607863872537,,,-0.002963932129352422,
2004Q3,2004.5,3.962486086726713,138.0,1.6740351511496276,3.0386890471452377,6.770783021984883,5.497096303639282,,160312376.3467299,21.506959839251305,,,-3.2436672192752204e-05,
2004Q4,2004.75,3.1272762731660464,142.35,-2.231691773330413,3.558935859819534,3.517493376061509,5.321632652352903,,159396094.6198469,12.848895383482262,,,-0.002837585206078711,
2005Q1,2005.0,3.504327906095739,152.76,-8.591127725312786,-7.220067439474587,2.494261160579825,4.661984090160587,,147158922.865687,0.8550289707513592,,,-0.004062954446504801,-89.54999622050809
2005Q2,2005.25,0.9886916920876843,156.87,2.7820355024221035,-1.2356020718858884,13.104199521138327,10.704740250848133,,163817314.154558,7.750208457136054,,,-0.00387321696289907,24.351085413864393
2005Q3,2005.5,3.5183103571441166,158.6,-1.7199553340449703,-5.002307630322428,8.074860251494798,9.023857802199586,,186304995.6667479,20.15997432550556,,,-0.0009189232923535401,130.264974424525
2005Q4,2005.75,0.6455085950456407,166.27,1.1563375508450269,-1.4477147890429198,53.01139674251942,54.461450663180244,,185681098.8420369,17.72763495397589,,,-0.003739745210096703,81.39943464316302
2006Q1,2006.0,0.6425862295856177,166.95,-1.8222021860229975,-0.7369221045749663,-6.023130198400395,3.7421104781873993,-1.0485395118762104,167820666.753066,7.408467489231363,,,-0.0051912557425474746,-264.9209701079277
2006Q2,2006.25,1.1000322855778677,138.02,8.926191878595535,13.433844828174596,18.31810654623922,11.643035152251713,1.4674487966456735,197199044.124381,-19.156668706659286,,,-0.005306820855277231,299.573227355399
2006Q3,2006.5,0.7136686862907027,149.74,3.061755068278732,4.4157597776662065,-2.6028051975362843,1.1926018660254556,-2.015494453100917,216706872.7616739,4.53175178369154,,,-0.00201101143884475,-67.67980425584153
2006Q4,2006.75,0.2392807593093238,152.9,-2.996425325189056,-1.7681703358536138,4.956515438001929,5.479333971317857,-1.1641353312002798,217733018.839536,5.618114866552393,,,-0.003502913816494188,53.1422847846132
2007Q1,2007.0,4.757940360145341,157.4,-3.2339161817745934,-1.7352995959738604,-10.164288271242938,2.5794278019237282,-1.7962966038597343,195678319.073105,10.700093764461105,,,-0.004690862045156237,27.396652066035898
2007Q2,2007.25,-3.867968770279262,166.41,-5.154234643549948,-2.3070894196591585,9.44989637548197,4.634461138940438,-1.6401339340089942,215185292.2994669,5.3387032817385105,,,-0.004497054560091779,-116.01356715388178
2007Q3,2007.5,1.778987911268004,167.63,-3.915742918268289,-2.0989279658201854,0.5287318926690432,2.304223901648328,-2.6669293172480018,238594399.890812,16.89132090072807,,,-0.002636273107364839,33.45435957148073
2007Q4,2007.75,-1.1534800057248162,177.8,-7.893838453091706,-2.5366581355808826,6.371411599253207,5.035217434133088,-0.44535956264363347,243347418.7837769,2.2810264993179175,,81.43333333,-0.0048490343801364634,24.593749307666535
2008Q1,2008.0,4.281085010673991,163.88,0.9602236015501253,4.355924770025032,2.302751797732938,7.832628811281239,-2.4571482412492682,225491930.319312,-37.03255721997554,,82.96666667,-0.005287550637894764,-21.551689637595395
2008Q2,2008.25,-2.0769667669796377,165.42,4.939135697173078,9.153008983882295,3.881427108588653,1.7732135976498142,2.955215025254629,254094877.5581229,-8.653473593142902,,81.83333333,-0.005837976799279158,20.79402825798038
2008Q3,2008.5,2.034269225763552,173.9,-4.299062717409388,-7.824496463287867,6.769804765727372,5.195477072944854,-2.399693671632587,270679090.2849249,2.0343674026681136,,81.5,-0.0025846104302463114,-37.71855886295459
2008Q4,2008.75,3.128051805808596,154.7,24.14900478662413,10.750343560200037,-1.6638997798288813,8.876470596765529,-5.1533236862052805,258955012.581921,-30.199536943973726,,80.76666667,-0.0021907280123435856,2.996478870193542
2009Q1,2009.0,6.165844634693229,147.23,7.3099761221393775,6.179075473079587,2.7436893605653268,2.418190693761346,-9.420176902424322,215723454.1399129,-4.791450654996332,,81.06666667,-0.0007231480722481953,-43.06883042375178
2009Q2,2009.25,3.155091909461305,154.16,-5.240933725928865,-0.998065058354558,3.839490871913398,0.7041301033762437,-1.2700303946604734,244872328.495052,38.93428726799107,,79.9,-0.001901398997843107,-44.40426979298424
2009Q3,2009.5,6.093525653698606,155.81,-4.694129634811817,0.10071137606076919,8.899383320832044,3.8952149588691753,-6.254090383818158,274749403.11799,26.724859636300113,,72.23333333,-0.000357416609046566,6.840272688440052
2009Q4,2009.75,2.881902230592459,158.17,-0.8277047212068955,2.606713580101516,7.2998511038207425,5.1943322218306776,-4.493179763688013,278165055.8699489,7.795847961566693,,63.53333333,-0.001495514951362163,-7.72916743016463
2010Q1,2010.0,3.183253748129289,165.37,1.3570513938313433,-5.1439681324391024,-0.08881731234851031,2.990393078851028,-5.019612955492175,245238589.2926479,7.328359148874863,,65.9,-0.0036715265839567177,-33.02416868705773
2010Q2,2010.25,0.7204891722512485,169.2,1.9875817118510608,-6.292408104902081,7.713189874707993,4.632713181097969,-1.226975153475534,282700671.661903,-2.492689576609397,,69.33333333,-0.0034899103500536715,-50.32628513842905
2010Q3,2010.5,1.336681000794826,171.45,-1.436314534220079,-0.23228870837037618,5.548257972822057,2.595532171318027,-1.8980835566682013,322044463.138908,16.170364383718727,,69.16666667,-0.00289897857861108,116.43273434458621
2010Q4,2010.75,1.4506761198749274,167.29,-3.524684955420798,1.6038238724227272,9.889662464635052,7.265042388879905,-5.95921304005579,326064244.8825439,2.544558899077387,,69.53333333,-0.005035510718421308,41.556888988776294
2011Q1,2011.0,1.9808553960807274,155.39,7.464485491772255,8.147855805497938,-0.2866048437983437,4.275916286770354,-1.9879284993300106,296328464.6296569,-3.6587594069606766,,74.93333333,-0.007147811475509592,68.78421283302521
2011Q2,2011.25,0.7825985925379086,151.72,-0.7594944010998361,4.41579383445313,8.350964444755604,4.355201627780758,2.4531235626833032,341163165.496872,-2.2062134326727545,,74.8,-0.006648138572335985,-110.984535677066
2011Q3,2011.5,1.0879190287042206,138.75,10.198334843566482,8.329225914002713,6.796175785285996,3.639503595541882,-0.6827064454744544,385954610.135374,-5.95306200875676,,75.83333333,-0.003842161645587991,84.36795493453877
2011Q4,2011.75,0.5664734146659356,144.97,5.927231556645607,1.1284024209691323,2.7434797208535144,1.5661739084688264,-4.808659433197841,390538220.90934,-13.314047392463735,,76.16666667,-0.004023165764266489,-0.16209335493027055
2012Q1,2012.0,1.7227955133442663,152.11,-2.2554010262802793,-4.994237410133895,-6.6570575561403444,-0.35418151445689716,-2.0594696233201404,339453805.039846,17.85707576349198,,77.6,-0.0047449755344793725,-5.502042423297304
2012Q2,2012.25,0.6718224841915088,154.64,0.4192946986903423,-1.683431488076459,8.765295832740705,3.261904274758365,-0.10472462680975524,387344421.610499,-1.2886942766026976,,77.06666667,-0.003361607725202635,-29.78544325222945
