@frequency,dataset_code,dataset_name,FREQ,Frequency,indexed_at,Indicator,INDICATOR,original_period,original_value,period,provider_code,REF_AREA,Reference Area,series_code,series_name,value
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1987-Q3,6.66666667,6390.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",6.6666666666667
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1987-Q4,7.21153846,6482.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",7.21153846153843
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1988-Q1,-0.67264574,6574.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.672645739910285
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1988-Q2,-5.64334086,6665.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-5.64334085778786
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1988-Q3,7.41626794,6756.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",7.41626794258377
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1988-Q4,2.44988864,6848.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",2.44988864142534
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1989-Q1,-1.73913043,6940.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-1.73913043478255
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1989-Q2,0.44247788,7030.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",0.442477876106147
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1989-Q3,8.59030837,7121.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",8.59030837004403
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1989-Q4,4.25963489,7213.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",4.25963488843815
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1990-Q1,-0.77821012,7305.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.77821011673151
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1990-Q2,-3.7254902,7395.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-3.72549019607841
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1990-Q3,11.20162933,7486.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",11.2016293279022
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1990-Q4,5.12820513,7578.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",5.12820512820511
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1991-Q1,-8.18815331,7670.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-8.1881533101045
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1991-Q2,-6.26185958,7760.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-6.26185958254268
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1991-Q3,17.81376518,7851.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",17.8137651821862
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1991-Q4,2.9209622,7943.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",2.92096219931273
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1992-Q1,1.83639399,8035.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",1.83639398998327
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1992-Q2,-8.68852459,8126.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-8.68852459016389
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1992-Q3,15.26032316,8217.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",15.2603231597845
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1992-Q4,3.894081,8309.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",3.89408099688474
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1993-Q1,-0.89955022,8401.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.899550224887576
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1993-Q2,-6.20272315,8491.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-6.2027231467473
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1993-Q3,13.5483871,8582.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",13.5483870967742
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1993-Q4,3.97727273,8674.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",3.97727272727271
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1994-Q1,-1.91256831,8766.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-1.91256830601094
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1994-Q2,-8.35654596,8856.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-8.35654596100278
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1994-Q3,12.00607903,8947.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",12.0060790273556
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1994-Q4,4.34192673,9039.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",4.34192672998641
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1995-Q1,-0.39011704,9131.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.390117035110542
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1995-Q2,-3.00261097,9221.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-3.0026109660574
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1995-Q3,10.63257066,9312.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",10.6325706594885
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1995-Q4,3.04136253,9404.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",3.04136253041361
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1996-Q1,2.95159386,9496.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",2.9515938606848
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1996-Q2,-7.45412844,9587.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-7.45412844036697
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1996-Q3,10.65675341,9678.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",10.6567534076828
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1996-Q4,5.59910414,9770.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",5.59910414333703
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1997-Q1,0.31813362,9862.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",0.318133616118777
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1997-Q2,-6.34249471,9952.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-6.34249471458773
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1997-Q3,8.12641084,10043.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",8.12641083521445
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1997-Q4,5.74112735,10135.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",5.74112734864302
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1998-Q1,3.25765054,10227.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",3.25765054294175
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1998-Q2,-10.4206501,10317.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-10.4206500956023
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1998-Q3,12.05976521,10408.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",12.059765208111
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1998-Q4,0.95238095,10500.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",0.952380952380943
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1999-Q1,0.47169811,10592.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",0.471698113207551
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1999-Q2,-4.88262911,10682.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-4.88262910798121
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1999-Q3,6.61401777,10773.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",6.61401776900296
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,1999-Q4,5.27777778,10865.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",5.27777777777777
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2000-Q1,4.48548813,10957.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",4.48548812664907
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2000-Q2,-10.18518519,11048.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-10.1851851851852
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2000-Q3,10.40299906,11139.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",10.4029990627929
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2000-Q4,-0.16977929,11231.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.169779286926993
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2001-Q1,-2.38095238,11323.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-2.38095238095237
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2001-Q2,-9.23344948,11413.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-9.23344947735194
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2001-Q3,11.22840691,11504.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",11.2284069097889
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2001-Q4,1.46678171,11596.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",1.46678170836929
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2002-Q1,1.10544218,11688.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",1.10544217687073
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2002-Q2,-5.04625736,11778.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-5.04625735912531
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2002-Q3,8.23737821,11869.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",8.23737821080603
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2002-Q4,0.73649755,11961.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",0.736497545008184
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2003-Q1,4.22420796,12053.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",4.22420796100732
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2003-Q2,-5.61184723,12143.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-5.61184723304753
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2003-Q3,10.98265896,12234.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",10.9826589595376
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2003-Q4,-0.66964286,12326.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",-0.669642857142857
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",AIPEE_PC_PP_PT,2004-Q1,2.39700375,12418.0,IMF,TR,Türkiye,Q.TR.AIPEE_PC_PP_PT,"Quarterly – Türkiye – Economic Activity, Industrial Production, Energy, Electricity Production, Percentage change, Previous period, Percent",2.39700374531836
