@frequency,dataset_code,dataset_name,FREQ,Frequency,indexed_at,Indicator,INDICATOR,original_period,original_value,period,provider_code,REF_AREA,Reference Area,series_code,series_name,value
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"General Government, Primary operating balance, Domestic Currency",GG_GXOBP_G01_XDC,2024-Q1,-42132.94308453,19723.0,IMF,TR,Türkiye,Q.TR.GG_GXOBP_G01_XDC,"Quarterly – Türkiye – General Government, Primary operating balance, Domestic Currency, Millions",-42132.943084535
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"General Government, Primary operating balance, Domestic Currency",GG_GXOBP_G01_XDC,2024-Q2,156848.92218608,19814.0,IMF,TR,Türkiye,Q.TR.GG_GXOBP_G01_XDC,"Quarterly – Türkiye – General Government, Primary operating balance, Domestic Currency, Millions",156848.922186081
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"General Government, Primary operating balance, Domestic Currency",GG_GXOBP_G01_XDC,2024-Q3,544217.09938423,19905.0,IMF,TR,Türkiye,Q.TR.GG_GXOBP_G01_XDC,"Quarterly – Türkiye – General Government, Primary operating balance, Domestic Currency, Millions",544217.099384228
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"General Government, Primary operating balance, Domestic Currency",GG_GXOBP_G01_XDC,2024-Q4,275481.33236048,19997.0,IMF,TR,Türkiye,Q.TR.GG_GXOBP_G01_XDC,"Quarterly – Türkiye – General Government, Primary operating balance, Domestic Currency, Millions",275481.332360478
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"General Government, Primary operating balance, Domestic Currency",GG_GXOBP_G01_XDC,2025-Q1,411574.45884998,20089.0,IMF,TR,Türkiye,Q.TR.GG_GXOBP_G01_XDC,"Quarterly – Türkiye – General Government, Primary operating balance, Domestic Currency, Millions",411574.458849981
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1998-Q1,192563.39864859,10227.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",192563.398648588
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1998-Q2,191029.5484498,10317.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",191029.548449802
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1998-Q3,188341.61962815,10408.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",188341.619628148
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1998-Q4,187854.4021763,10500.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",187854.402176299
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1999-Q1,184687.51468267,10592.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",184687.514682672
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1999-Q2,183646.40222679,10682.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",183646.402226792
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1999-Q3,180548.98884736,10773.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",180548.988847357
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,1999-Q4,185942.74597804,10865.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",185942.745978035
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2000-Q1,188871.06787223,10957.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",188871.06787223
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2000-Q2,196224.51805068,11048.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",196224.518050679
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2000-Q3,199146.92201614,11139.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",199146.922016145
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2000-Q4,202007.93323408,11231.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",202007.93323408
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2001-Q1,191654.76481841,11323.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",191654.764818415
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2001-Q2,182370.93381647,11413.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",182370.93381647
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2001-Q3,184653.82722596,11504.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",184653.82722596
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2001-Q4,181546.29486113,11596.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",181546.294861125
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2002-Q1,188404.35599991,11688.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",188404.355999908
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2002-Q2,196536.6707314,11778.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",196536.670731405
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2002-Q3,199222.28149867,11869.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",199222.281498674
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2002-Q4,203472.95841523,11961.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",203472.95841523
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2003-Q1,203643.06322808,12053.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",203643.063228081
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2003-Q2,204327.96979066,12143.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",204327.969790663
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2003-Q3,210153.79421806,12234.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",210153.794218059
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2003-Q4,216506.77089895,12326.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",216506.770898949
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2004-Q1,222469.9800736,12418.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",222469.980073596
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2004-Q2,227649.75060225,12509.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",227649.750602251
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2004-Q3,230217.02633429,12600.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",230217.026334287
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2004-Q4,233952.26230602,12692.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",233952.26230602
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2005-Q1,244737.34839168,12784.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",244737.348391681
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2005-Q2,245770.53027652,12874.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",245770.530276523
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2005-Q3,249240.73953168,12965.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",249240.73953168
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2005-Q4,257482.64264795,13057.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",257482.642647953
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2006-Q1,260431.16205019,13149.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",260431.162050191
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2006-Q2,268364.21322203,13239.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",268364.213222031
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2006-Q3,266342.12615674,13330.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",266342.126156741
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2006-Q4,272358.0303962,13422.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",272358.030396198
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2007-Q1,277323.33653856,13514.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",277323.336538556
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2007-Q2,277408.01864985,13604.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",277408.018649855
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2007-Q3,279034.72428722,13695.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",279034.724287218
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2007-Q4,288612.86763593,13787.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",288612.867635928
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2008-Q1,294692.47505167,13879.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",294692.475051668
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2008-Q2,284235.02197304,13970.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",284235.021973044
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2008-Q3,279070.84143898,14061.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",279070.841438982
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2008-Q4,271982.35392051,14153.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",271982.353920515
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2009-Q1,256577.22015884,14245.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",256577.22015884
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2009-Q2,266858.26458995,14335.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",266858.264589954
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2009-Q3,273251.55109717,14426.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",273251.551097173
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2009-Q4,278586.39742543,14518.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",278586.39742543
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2010-Q1,277764.58138684,14610.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",277764.581386845
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2010-Q2,288321.60576005,14700.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",288321.605760047
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2010-Q3,296310.13769456,14791.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",296310.137694558
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2010-Q4,305268.15431355,14883.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",305268.154313551
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2011-Q1,312148.46555151,14975.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",312148.46555151
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2011-Q2,320725.34022562,15065.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",320725.340225616
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2011-Q3,329252.92395691,15156.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",329252.923956914
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2011-Q4,333721.91317498,15248.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",333721.913174978
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2012-Q1,330752.54329175,15340.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",330752.543291751
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2012-Q2,336466.38233968,15431.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",336466.382339681
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2012-Q3,342404.32039543,15522.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",342404.320395427
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2012-Q4,347892.69131667,15614.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",347892.691316675
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2013-Q1,358085.54929037,15706.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",358085.549290365
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2013-Q2,368598.13948244,15796.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",368598.139482439
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2013-Q3,374001.70029887,15887.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",374001.700298869
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2013-Q4,374726.62582499,15979.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",374726.625824987
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2014-Q1,385597.7287448,16071.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",385597.728744798
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2014-Q2,379341.76709845,16161.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",379341.767098453
quarterly,IFS,International Financial Statistics (IFS),Q,Quarterly,1756178234.422,"Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency",NGDP_R_SA_XDC,2014-Q3,388666.68732362,16252.0,IMF,TR,Türkiye,Q.TR.NGDP_R_SA_XDC,"Quarterly – Türkiye – Gross Domestic Product, Real, Seasonally Adjusted, Domestic Currency, Millions",388666.687323617
